Time,Indicator,Amount
2010-12-01,Exports,40226.5
2011-01-01,Exports,35457.8
2011-02-01,Exports,38784.4
2011-03-01,Exports,43875.5
2011-04-01,Exports,39417.2
2011-05-01,Exports,40774.8
2011-06-01,Exports,43814.3
2011-07-01,Exports,44666.0
2011-08-01,Exports,46270.6
2011-09-01,Exports,46257.6
2011-10-01,Exports,45269.3
2011-11-01,Exports,44529.5
2011-12-01,Exports,41919.9
2012-01-01,Exports,42365.1
2012-02-01,Exports,44080.5
2012-05-01,Exports,42366.8
2012-06-01,Exports,41263.6
2012-07-01,Exports,42901.8
2012-08-01,Exports,43884.0
2012-09-01,Exports,41826.6
2012-10-01,Exports,48544.0
2012-11-01,Exports,46057.6
2012-12-01,Exports,40152.3
2013-01-01,Exports,47116.3
2013-02-01,Exports,46701.7
2013-03-01,Exports,40517.0
2013-04-01,Exports,42587.8
2013-05-01,Exports,43638.5
2013-06-01,Exports,38644.2
2013-07-01,Exports,41526.5
2013-08-01,Exports,40810.6
2013-09-01,Exports,41300.5
2013-10-01,Exports,39246.7
2013-11-01,Exports,44301.2
2013-12-01,Exports,40308.3
2014-01-01,Exports,43062.5
2014-02-01,Exports,42647.8
2014-03-01,Exports,48832.8
2014-04-01,Exports,48995.4
2014-05-01,Exports,47866.0
2014-06-01,Exports,44160.3
2014-07-01,Exports,43001.1
2014-08-01,Exports,43961.7
2014-09-01,Exports,40473.3
2014-10-01,Exports,44140.0
2014-11-01,Exports,42893.3
2014-12-01,Exports,41157.1
2015-01-01,Exports,41163.0
2015-02-01,Exports,42646.0
2015-03-01,Exports,47706.9
2015-04-01,Exports,39880.9
2015-05-01,Exports,45965.7
2015-06-01,Exports,47529.5
2015-07-01,Exports,59404.3
2015-08-01,Exports,55075.0
2015-09-01,Exports,49941.8
2015-10-01,Exports,52178.8
2015-11-01,Exports,48657.0
2015-12-01,Exports,50896.5
2016-01-01,Exports,48023.5
2016-02-01,Exports,52290.4
2016-03-01,Exports,54029.5
2016-04-01,Exports,46299.0
2016-05-01,Exports,49861.3
2016-06-01,Exports,48213.0
2016-07-01,Exports,47977.6
2016-08-01,Exports,47084.1
2016-09-01,Exports,45902.8
2016-10-01,Exports,42049.8
2016-11-01,Exports,49652.0
2016-12-01,Exports,46683.8
2017-01-01,Exports,48834.0
2017-02-01,Exports,47956.6
2017-03-01,Exports,54051.5
2017-04-01,Exports,44812.0
2017-05-01,Exports,52670.1
2017-06-01,Exports,51573.9
2017-07-01,Exports,52921.3
2017-08-01,Exports,41664.3
2017-09-01,Exports,50375.9
2017-10-01,Exports,49085.4
2017-11-01,Exports,50874.7
2017-12-01,Exports,49308.9
2018-01-01,Exports,53448.1
2018-02-01,Exports,57271.2
2018-03-01,Exports,50994.1
2018-04-01,Exports,50047.7
2018-05-01,Exports,55314.3
2018-06-01,Exports,52919.3
2018-07-01,Exports,52885.6
2018-08-01,Exports,50986.9
2018-09-01,Exports,46777.0
2018-10-01,Exports,49959.8
2018-11-01,Exports,48315.6
2018-12-01,Exports,44009.1
2019-01-01,Exports,53290.3
2019-02-01,Exports,50920.0
2019-03-01,Exports,52661.1
2019-04-01,Exports,48812.5
2019-05-01,Exports,46466.5
2019-06-01,Exports,51188.4
2019-07-01,Exports,50224.2
2019-08-01,Exports,49649.9
2019-09-01,Exports,46489.3
2019-10-01,Exports,51093.5
2019-11-01,Exports,51815.6
2019-12-01,Exports,42767.9
2020-01-01,Exports,53126.2
2020-02-01,Exports,61038.4
2020-03-01,Exports,64455.4
2020-04-01,Exports,43192.7
2020-05-01,Exports,47185.0
2020-06-01,Exports,48004.9
2020-07-01,Exports,51966.7
2020-08-01,Exports,54488.7
2020-09-01,Exports,56173.0
2020-10-01,Exports,53110.8
2020-11-01,Exports,50788.8
2020-12-01,Exports,57511.5
2021-01-01,Exports,54313.6
2021-02-01,Exports,67403.5
2021-03-01,Exports,69682.6
2021-04-01,Exports,58794.3
2021-05-01,Exports,63107.9
2021-06-01,Exports,56688.5
2021-07-01,Exports,59246.7
2021-08-01,Exports,61173.2
2021-09-01,Exports,53958.0
2021-10-01,Exports,65399.9
2021-11-01,Exports,64194.8
2021-12-01,Exports,66042.0
2022-01-01,Exports,59550.8
2022-02-01,Exports,70257.0
2022-03-01,Exports,77067.8
2022-04-01,Exports,68364.0
2022-05-01,Exports,77290.6
2022-06-01,Exports,80624.8
2022-07-01,Exports,75477.1
2022-08-01,Exports,70450.0
2022-09-01,Exports,78056.1
2022-10-01,Exports,67570.6
2022-11-01,Exports,75019.2
2022-12-01,Exports,68819.5
2023-01-01,Exports,72919.3
2023-02-01,Exports,76641.3
2023-03-01,Exports,81877.6
2023-04-01,Exports,70678.4
2023-05-01,Exports,90969.4
2023-06-01,Exports,85804.0
2023-07-01,Exports,82532.5
2023-08-01,Exports,92760.0
2023-09-01,Exports,91129.3
2023-10-01,Exports,84157.3
2023-11-01,Exports,88977.0
2023-12-01,Exports,84184.2
2024-01-01,Exports,91675.6
2024-02-01,Exports,107422.8
2024-03-01,Exports,97933.0
2024-04-01,Exports,92923.1
2024-05-01,Exports,94482.4
2024-06-01,Exports,87154.1
2024-07-01,Exports,97065.3
2024-08-01,Exports,93535.2
2024-09-01,Exports,91526.2
2024-10-01,Exports,88331.3
2024-11-01,Exports,85920.6
2024-12-01,Exports,80677.9
2015-01-01,Exports,131515.9
2015-04-01,Exports,133376.1
2015-07-01,Exports,164419.9
2015-10-01,Exports,151733.4
2016-01-01,Exports,154343.1
2016-04-01,Exports,144672.2
2016-07-01,Exports,141281.8
2016-10-01,Exports,138382.6
2017-01-01,Exports,150849.5
2017-04-01,Exports,149045.6
2017-07-01,Exports,144963.9
2017-10-01,Exports,149269.4
2018-01-01,Exports,162515.1
2018-04-01,Exports,159133.1
2018-07-01,Exports,151646.7
2018-10-01,Exports,143286.6
2019-01-01,Exports,157749.4
2019-04-01,Exports,147208.0
2019-07-01,Exports,147264.7
2019-10-01,Exports,146542.0
2020-01-01,Exports,179823.2
2020-04-01,Exports,139147.6
2020-07-01,Exports,163697.7
2020-10-01,Exports,162040.7
2021-01-01,Exports,192122.3
2021-04-01,Exports,179385.1
2021-07-01,Exports,175698.3
2021-10-01,Exports,196465.5
2022-01-01,Exports,207821.1
2022-04-01,Exports,227449.9
2022-07-01,Exports,225237.6
2022-10-01,Exports,212636.0
2023-01-01,Exports,232723.7
2023-04-01,Exports,248748.4
2023-07-01,Exports,267733.2
2023-10-01,Exports,258714.0
2024-01-01,Exports,297879.1
2024-04-01,Exports,275741.1
2024-07-01,Exports,282414.3
2000-01-01,GDP Growth Rate,0.0
2001-01-01,GDP Growth Rate,3.8
2002-01-01,GDP Growth Rate,0.5
2003-01-01,GDP Growth Rate,2.9
2004-01-01,GDP Growth Rate,5.1
2005-01-01,GDP Growth Rate,5.7
2006-01-01,GDP Growth Rate,6.5
2007-01-01,GDP Growth Rate,6.9
2008-01-01,GDP Growth Rate,1.5
2009-01-01,GDP Growth Rate,2.7
2010-01-01,GDP Growth Rate,8.1
2011-01-01,GDP Growth Rate,5.1
2012-01-01,GDP Growth Rate,4.6
2013-01-01,GDP Growth Rate,3.8
2014-01-01,GDP Growth Rate,5.0
2015-01-01,GDP Growth Rate,5.0
2016-01-01,GDP Growth Rate,4.2
2017-01-01,GDP Growth Rate,3.8
2018-01-01,GDP Growth Rate,5.6
2019-01-01,GDP Growth Rate,5.1
2020-01-01,GDP Growth Rate,-0.3
2021-01-01,GDP Growth Rate,7.6
2022-01-01,GDP Growth Rate,4.9
2023-01-01,GDP Growth Rate,5.6
2012-01-01,GDP Growth Rate,4.7
2012-04-01,GDP Growth Rate,4.3
2012-07-01,GDP Growth Rate,4.5
2012-10-01,GDP Growth Rate,4.7
2013-01-01,GDP Growth Rate,5.8
2013-04-01,GDP Growth Rate,7.5
2013-07-01,GDP Growth Rate,6.3
2013-10-01,GDP Growth Rate,3.1
2014-01-01,GDP Growth Rate,4.7
2014-04-01,GDP Growth Rate,5.9
2014-07-01,GDP Growth Rate,5.2
2014-10-01,GDP Growth Rate,5.5
2015-01-01,GDP Growth Rate,5.7
2015-04-01,GDP Growth Rate,5.6
2015-07-01,GDP Growth Rate,6.1
2015-10-01,GDP Growth Rate,5.5
2016-01-01,GDP Growth Rate,5.0
2016-04-01,GDP Growth Rate,6.1
2016-07-01,GDP Growth Rate,5.2
2016-10-01,GDP Growth Rate,7.2
2017-01-01,GDP Growth Rate,5.2
2017-04-01,GDP Growth Rate,4.4
2017-07-01,GDP Growth Rate,4.4
2017-10-01,GDP Growth Rate,5.2
2018-01-01,GDP Growth Rate,6.3
2018-04-01,GDP Growth Rate,6.1
2018-07-01,GDP Growth Rate,6.5
2018-10-01,GDP Growth Rate,6.3
2019-01-01,GDP Growth Rate,4.8
2019-04-01,GDP Growth Rate,6.0
2019-07-01,GDP Growth Rate,5.0
2019-10-01,GDP Growth Rate,4.6
2020-01-01,GDP Growth Rate,4.6
2020-04-01,GDP Growth Rate,-4.1
2020-07-01,GDP Growth Rate,-3.6
2020-10-01,GDP Growth Rate,2.0
2021-01-01,GDP Growth Rate,2.4
2021-04-01,GDP Growth Rate,10.3
2021-07-01,GDP Growth Rate,9.4
2021-10-01,GDP Growth Rate,8.6
2022-01-01,GDP Growth Rate,5.9
2022-04-01,GDP Growth Rate,4.9
2022-07-01,GDP Growth Rate,4.6
2022-10-01,GDP Growth Rate,4.1
2023-01-01,GDP Growth Rate,5.5
2023-04-01,GDP Growth Rate,5.6
2023-07-01,GDP Growth Rate,6.0
2023-10-01,GDP Growth Rate,5.1
2024-01-01,GDP Growth Rate,5.0
2024-04-01,GDP Growth Rate,4.6
2024-07-01,GDP Growth Rate,4.0
2019-01-01,GDP per Capita,183969.5
2020-01-01,GDP per Capita,178891.9
2021-01-01,GDP per Capita,188976.3
2022-01-01,GDP per Capita,194626.9
2023-01-01,GDP per Capita,201841.0
1998-08-01,Imports,15523.0
1998-09-01,Imports,16949.4
1998-10-01,Imports,17170.1
1998-11-01,Imports,13819.7
1998-12-01,Imports,18045.9
1999-01-01,Imports,13452.9
1999-02-01,Imports,17321.6
1999-03-01,Imports,17985.5
1999-04-01,Imports,15738.9
1999-05-01,Imports,14782.8
1999-06-01,Imports,14143.5
1999-07-01,Imports,15957.8
1999-08-01,Imports,15394.5
1999-09-01,Imports,17419.3
1999-10-01,Imports,13978.4
1999-11-01,Imports,20781.5
1999-12-01,Imports,17514.9
2000-01-01,Imports,17197.2
2000-02-01,Imports,16360.2
2000-03-01,Imports,21541.5
2000-04-01,Imports,15672.8
2000-05-01,Imports,20874.7
2000-06-01,Imports,19870.9
2000-07-01,Imports,23352.0
2000-08-01,Imports,24510.5
2000-09-01,Imports,21245.3
2000-10-01,Imports,23127.7
2000-11-01,Imports,26517.2
2000-12-01,Imports,17534.0
2001-01-01,Imports,20740.7
2001-02-01,Imports,20592.3
2001-03-01,Imports,23383.9
2001-04-01,Imports,22645.8
2001-05-01,Imports,28207.3
2001-06-01,Imports,29449.5
2001-07-01,Imports,28977.6
2001-08-01,Imports,21832.9
2001-09-01,Imports,23328.4
2001-10-01,Imports,25048.3
2001-11-01,Imports,19245.6
2001-12-01,Imports,16008.9
2002-01-01,Imports,33559.6
2002-02-01,Imports,15871.7
2002-03-01,Imports,22193.7
2002-04-01,Imports,18139.6
2002-05-01,Imports,21060.5
2002-06-01,Imports,21267.2
2002-07-01,Imports,20915.2
2002-08-01,Imports,19143.6
2002-09-01,Imports,19458.4
2002-10-01,Imports,22450.9
2002-11-01,Imports,21031.0
2002-12-01,Imports,22573.6
2003-01-01,Imports,24319.8
2003-02-01,Imports,23114.3
2003-03-01,Imports,21409.6
2003-04-01,Imports,21780.8
2003-05-01,Imports,23094.1
2003-06-01,Imports,25871.0
2003-07-01,Imports,26469.4
2003-08-01,Imports,20829.9
2003-09-01,Imports,22355.5
2003-10-01,Imports,25241.3
2003-11-01,Imports,21352.8
2003-12-01,Imports,25985.4
2004-01-01,Imports,25538.4
2004-02-01,Imports,25567.6
2004-03-01,Imports,29775.1
2004-04-01,Imports,29385.0
2004-05-01,Imports,26308.8
2004-06-01,Imports,30702.8
2004-07-01,Imports,29398.3
2004-08-01,Imports,33494.3
2004-09-01,Imports,30723.3
2004-10-01,Imports,28106.1
2004-11-01,Imports,33577.9
2004-12-01,Imports,38234.3
2005-01-01,Imports,38506.0
2005-02-01,Imports,28880.0
2005-03-01,Imports,35879.1
2005-04-01,Imports,50933.1
2005-05-01,Imports,37903.3
2005-06-01,Imports,45977.2
2005-07-01,Imports,31436.0
2005-08-01,Imports,45714.8
2005-09-01,Imports,36371.7
2005-10-01,Imports,36200.4
2005-11-01,Imports,36567.2
2005-12-01,Imports,40126.4
2006-01-01,Imports,39630.5
2006-02-01,Imports,38542.4
2006-03-01,Imports,40697.6
2006-04-01,Imports,47275.4
2006-05-01,Imports,42434.1
2006-06-01,Imports,42309.9
2006-07-01,Imports,39876.5
2006-08-01,Imports,49881.5
2006-09-01,Imports,44168.5
2006-10-01,Imports,47886.9
2006-11-01,Imports,49152.5
2006-12-01,Imports,45014.0
2007-01-01,Imports,48294.2
2007-02-01,Imports,56917.3
2007-03-01,Imports,45827.1
2007-04-01,Imports,43589.5
2007-05-01,Imports,51498.6
2007-06-01,Imports,50201.1
2007-07-01,Imports,53190.6
2007-08-01,Imports,52604.1
2007-09-01,Imports,48460.2
2007-10-01,Imports,59049.1
2007-11-01,Imports,57731.9
2007-12-01,Imports,37757.4
2008-01-01,Imports,64341.0
2008-02-01,Imports,58051.4
2008-03-01,Imports,53200.8
2008-04-01,Imports,54785.5
2008-05-01,Imports,56877.4
2008-06-01,Imports,49957.3
2008-07-01,Imports,70300.1
2008-08-01,Imports,72644.7
2008-09-01,Imports,74773.0
2008-10-01,Imports,74855.8
2008-11-01,Imports,68387.9
2008-12-01,Imports,68567.9
2009-01-01,Imports,66177.2
2009-02-01,Imports,60563.1
2009-03-01,Imports,61296.8
2009-04-01,Imports,65799.2
2009-05-01,Imports,58699.6
2009-06-01,Imports,62910.8
2009-07-01,Imports,63738.1
2009-08-01,Imports,59768.2
2009-09-01,Imports,69361.4
2009-10-01,Imports,72359.4
2009-11-01,Imports,69148.3
2009-12-01,Imports,78274.6
2010-01-01,Imports,71198.9
2010-02-01,Imports,60327.6
2010-03-01,Imports,75233.4
2010-04-01,Imports,72107.3
2010-05-01,Imports,80316.8
2010-06-01,Imports,79208.2
2010-07-01,Imports,80566.2
2010-08-01,Imports,73016.2
2010-09-01,Imports,88640.5
2010-10-01,Imports,82681.9
2010-11-01,Imports,102724.9
2010-12-01,Imports,93411.7
2011-01-01,Imports,90527.9
2011-02-01,Imports,85558.4
2011-03-01,Imports,109732.9
2011-04-01,Imports,86988.0
2011-05-01,Imports,116830.0
2011-06-01,Imports,104304.8
2011-07-01,Imports,102898.4
2011-08-01,Imports,136122.7
2011-09-01,Imports,123701.0
2011-10-01,Imports,115737.7
2011-11-01,Imports,126316.9
2011-12-01,Imports,116937.3
2012-01-01,Imports,101658.5
2012-02-01,Imports,102061.5
2012-05-01,Imports,128775.8
2012-06-01,Imports,112058.4
2012-07-01,Imports,123414.3
2012-08-01,Imports,116102.1
2012-09-01,Imports,107467.9
2012-10-01,Imports,110925.0
2012-11-01,Imports,129894.9
2012-12-01,Imports,117057.9
2013-01-01,Imports,130764.5
2013-02-01,Imports,116417.6
2013-03-01,Imports,108816.0
2013-04-01,Imports,118664.2
2013-05-01,Imports,113701.5
2013-06-01,Imports,97060.8
2013-07-01,Imports,124207.2
2013-08-01,Imports,119643.8
2013-09-01,Imports,112317.7
2013-10-01,Imports,132206.4
2013-11-01,Imports,116025.1
2013-12-01,Imports,118982.3
2014-01-01,Imports,130116.5
2014-02-01,Imports,107072.3
2014-03-01,Imports,107990.4
2014-04-01,Imports,139284.6
2014-05-01,Imports,150477.6
2014-06-01,Imports,113690.2
2014-07-01,Imports,148739.6
2014-08-01,Imports,143962.4
2014-09-01,Imports,159936.0
2014-10-01,Imports,157402.1
2014-11-01,Imports,121600.1
2014-12-01,Imports,138182.7
2015-01-01,Imports,127648.5
2015-02-01,Imports,113143.5
2015-03-01,Imports,112074.8
2015-04-01,Imports,129736.7
2015-05-01,Imports,144039.1
2015-06-01,Imports,128167.6
2015-07-01,Imports,144153.0
2015-08-01,Imports,125695.7
2015-09-01,Imports,138743.2
2015-10-01,Imports,126642.7
2015-11-01,Imports,163062.9
2015-12-01,Imports,124449.3
2016-01-01,Imports,106483.2
2016-02-01,Imports,100458.2
2016-03-01,Imports,114420.8
2016-04-01,Imports,124810.3
2016-05-01,Imports,116168.5
2016-06-01,Imports,127217.4
2016-07-01,Imports,117320.9
2016-08-01,Imports,132923.9
2016-09-01,Imports,124427.9
2016-10-01,Imports,115177.4
2016-11-01,Imports,129331.6
2016-12-01,Imports,123014.5
2017-01-01,Imports,150734.1
2017-02-01,Imports,130840.5
2017-03-01,Imports,141129.3
2017-04-01,Imports,129061.4
2017-05-01,Imports,151422.2
2017-06-01,Imports,143013.5
2017-07-01,Imports,165573.5
2017-08-01,Imports,144290.8
2017-09-01,Imports,141786.9
2017-10-01,Imports,147856.6
2017-11-01,Imports,138150.7
2017-12-01,Imports,141763.0
2018-01-01,Imports,157516.9
2018-02-01,Imports,128943.3
2018-03-01,Imports,152038.5
2018-04-01,Imports,150002.1
2018-05-01,Imports,168020.1
2018-06-01,Imports,142525.5
2018-07-01,Imports,152647.9
2018-08-01,Imports,149307.0
2018-09-01,Imports,129796.1
2018-10-01,Imports,149246.2
2018-11-01,Imports,153491.8
2018-12-01,Imports,126686.0
2019-01-01,Imports,155919.7
2019-02-01,Imports,142268.6
2019-03-01,Imports,125251.5
2019-04-01,Imports,150152.2
2019-05-01,Imports,155836.6
2019-06-01,Imports,149439.3
2019-07-01,Imports,153590.2
2019-08-01,Imports,145504.2
2019-09-01,Imports,149374.7
2019-10-01,Imports,159175.4
2019-11-01,Imports,159188.0
2019-12-01,Imports,155261.5
2020-01-01,Imports,155430.9
2020-02-01,Imports,133463.9
2020-03-01,Imports,137560.6
2020-04-01,Imports,116422.8
2020-05-01,Imports,109250.1
2020-06-01,Imports,121570.4
2020-07-01,Imports,139763.0
2020-08-01,Imports,137789.2
2020-09-01,Imports,143336.9
2020-10-01,Imports,145164.2
2020-11-01,Imports,139039.6
2020-12-01,Imports,161455.9
2021-01-01,Imports,160717.2
2021-02-01,Imports,159333.5
2021-03-01,Imports,187428.5
2021-04-01,Imports,161689.3
2021-05-01,Imports,161690.5
2021-06-01,Imports,159949.4
2021-07-01,Imports,177077.5
2021-08-01,Imports,172708.1
2021-09-01,Imports,190429.2
2021-10-01,Imports,187496.2
2021-11-01,Imports,191701.9
2021-12-01,Imports,203405.2
2022-01-01,Imports,194180.1
2022-02-01,Imports,183591.2
2022-03-01,Imports,213318.4
2022-04-01,Imports,195062.4
2022-05-01,Imports,233334.8
2022-06-01,Imports,227584.1
2022-07-01,Imports,212897.3
2022-08-01,Imports,238451.9
2022-09-01,Imports,205863.5
2022-10-01,Imports,188144.6
2022-11-01,Imports,191982.0
2022-12-01,Imports,199788.3
2023-01-01,Imports,194552.1
2023-02-01,Imports,175291.4
2023-03-01,Imports,216431.0
2023-04-01,Imports,208293.5
2023-05-01,Imports,230279.2
2023-06-01,Imports,210166.4
2023-07-01,Imports,191670.8
2023-08-01,Imports,238822.6
2023-09-01,Imports,214942.5
2023-10-01,Imports,239702.0
2023-11-01,Imports,259111.1
2023-12-01,Imports,219664.2
2024-01-01,Imports,244404.6
2024-02-01,Imports,226412.4
2024-03-01,Imports,208229.0
2024-04-01,Imports,235043.6
2024-05-01,Imports,211388.7
2024-06-01,Imports,208614.3
2024-07-01,Imports,226054.5
2024-08-01,Imports,228292.9
2024-09-01,Imports,221563.0
2024-10-01,Imports,244515.1
2024-11-01,Imports,227665.2
2024-12-01,Imports,217997.8
2015-01-01,Imports,352866.8
2015-04-01,Imports,401941.9
2015-07-01,Imports,408591.9
2015-10-01,Imports,414156.2
2016-01-01,Imports,321466.6
2016-04-01,Imports,368383.8
2016-07-01,Imports,374750.2
2016-10-01,Imports,367524.6
2017-01-01,Imports,22703.9
2017-04-01,Imports,423497.1
2017-07-01,Imports,451651.2
2017-10-01,Imports,427770.3
2018-01-01,Imports,439588.3
2018-04-01,Imports,461056.3
2018-07-01,Imports,432364.6
2018-10-01,Imports,430047.7
2019-01-01,Imports,424498.4
2019-04-01,Imports,456978.6
2019-07-01,Imports,448618.9
2019-10-01,Imports,473453.1
2020-01-01,Imports,426401.2
2020-04-01,Imports,350835.2
2020-07-01,Imports,420835.6
2020-10-01,Imports,446611.4
2021-01-01,Imports,508712.2
2021-04-01,Imports,484502.6
2021-07-01,Imports,541783.0
2021-10-01,Imports,584361.4
2022-01-01,Imports,592690.3
2022-04-01,Imports,657272.3
2022-07-01,Imports,659052.3
2022-10-01,Imports,581759.9
2023-01-01,Imports,589750.1
2023-04-01,Imports,651752.9
2023-07-01,Imports,647734.8
2023-10-01,Imports,722739.2
2024-01-01,Imports,683964.2
2024-04-01,Imports,659502.4
2024-07-01,Imports,675808.1
2005-01-01,Inflation Rate ,12.3
2005-02-01,Inflation Rate ,12.6
2005-03-01,Inflation Rate ,13.1
2005-04-01,Inflation Rate ,13.8
2005-05-01,Inflation Rate ,14.6
2005-06-01,Inflation Rate ,15.1
2005-07-01,Inflation Rate ,15.3
2005-08-01,Inflation Rate ,14.5
2005-09-01,Inflation Rate ,13.2
2005-10-01,Inflation Rate ,12.0
2005-11-01,Inflation Rate ,10.9
2005-12-01,Inflation Rate ,9.9
2006-01-01,Inflation Rate ,9.4
2006-02-01,Inflation Rate ,9.0
2006-03-01,Inflation Rate ,8.6
2006-04-01,Inflation Rate ,7.8
2006-05-01,Inflation Rate ,7.0
2006-06-01,Inflation Rate ,6.3
2006-07-01,Inflation Rate ,5.7
2006-08-01,Inflation Rate ,5.6
2006-09-01,Inflation Rate ,5.7
2006-10-01,Inflation Rate ,5.9
2006-11-01,Inflation Rate ,6.1
2006-12-01,Inflation Rate ,6.4
2007-01-01,Inflation Rate ,6.1
2007-02-01,Inflation Rate ,5.6
2007-03-01,Inflation Rate ,5.0
2007-04-01,Inflation Rate ,4.7
2007-05-01,Inflation Rate ,4.5
2007-06-01,Inflation Rate ,4.5
2007-07-01,Inflation Rate ,4.6
2007-08-01,Inflation Rate ,4.6
2007-09-01,Inflation Rate ,4.6
2007-10-01,Inflation Rate ,4.5
2007-11-01,Inflation Rate ,4.5
2007-12-01,Inflation Rate ,4.3
2008-01-01,Inflation Rate ,4.7
2008-02-01,Inflation Rate ,5.3
2008-03-01,Inflation Rate ,6.1
2008-04-01,Inflation Rate ,7.3
2008-05-01,Inflation Rate ,8.7
2008-06-01,Inflation Rate ,9.9
2008-07-01,Inflation Rate ,10.8
2008-08-01,Inflation Rate ,11.9
2008-09-01,Inflation Rate ,13.0
2008-10-01,Inflation Rate ,14.1
2008-11-01,Inflation Rate ,15.3
2008-12-01,Inflation Rate ,16.3
2009-01-01,Inflation Rate ,16.6
2009-02-01,Inflation Rate ,16.9
2009-03-01,Inflation Rate ,17.1
2009-04-01,Inflation Rate ,16.7
2009-05-01,Inflation Rate ,15.9
2009-06-01,Inflation Rate ,15.1
2009-07-01,Inflation Rate ,14.4
2009-08-01,Inflation Rate ,13.4
2009-09-01,Inflation Rate ,12.4
2009-10-01,Inflation Rate ,11.4
2009-11-01,Inflation Rate ,10.2
2009-12-01,Inflation Rate ,9.2
2010-01-01,Inflation Rate ,8.6
2010-02-01,Inflation Rate ,7.9
2010-03-01,Inflation Rate ,7.0
2010-04-01,Inflation Rate ,6.3
